city,osm_id,geometry,name,street,house_number,postcode,address_city,amenity,bar,beer,beer_garden,brewery,drink_beer,microbrewery,website,phone,email,facebook,instagram,description,opening_hours,wheelchair,toilets_wheelchair,smoking,min_age,payment_methods_count
Dublin,way/230566047,POINT (-6.261145 53.340691),Neary’s Bar & Lounge,Chatham Street,1,D02 EW93,Dublin,pub,,,,,,,https://www.nearys.ie,+353 1 677 8596,,,,,"Mo 11:30-22:30, Tu-Th 11:30-23:30, Fr,Sa 11:30-00:30, Su 12:30-22:00",yes,,,,0
Dublin,way/230567953,POINT (-6.26243 53.341089),Bar Rua,Clarendon Street,32,D02 HX66,Dublin,pub,,,,brú;galway_bay,draught,,https://galwaybaybrewery.com/barrua/,+353 1 441 4425,barrua@galwaybaybrewery.com,https://www.facebook.com/barruadublin,@barruadublin,,,limited,no,outside,,0
Dublin,way/230567954,POINT (-6.261765 53.34098),Sheehan’s,Chatham Street,17,D02 X923,Dublin,pub,,,,,,,https://sheehanspub.ie/,+353 1 677 1914,,https://www.facebook.com/sheehansbarchathamst/,,,,yes,,,,0
Dublin,way/230613179,POINT (-6.259443 53.341238),Kehoe’s Pub,Anne Street South,9,D02 NY88,Dublin,pub,,,,,,,https://kehoesdublin.ie,,,,,,"10:00-23:00; Fr,Sa 10:00-01:00",limited,,outside,,0
Dublin,way/230948516,POINT (-6.215153 53.36175),The Yacht,Clontarf Road,73,D03 EP93,Clontarf,pub,,,,,,,https://theyachtbar.ie/,,,,,,,yes,,,,0
Dublin,way/231199022,POINT (-6.253772 53.338324),JL O'Neill,Merrion Row,1,D02 HY07,Dublin,pub,,,,,,,https://www.foleys.ie/,,,,,,,limited,no,,,0
Dublin,way/231265715,POINT (-6.252515 53.342023),Lincoln’s Inn,Lincoln Place,18-19,D02 VA43,Dublin,pub,,,,,,,,,,,,,Mo-Th 12:00-22:00; Fr 12:00-22:30; Sa 12:00-21:00,limited,,,,0
Dublin,way/233243884,POINT (-6.251159 53.338597),McGrattan’s Café Bar,Fitzwilliam Lane,76-77,D02 R206,Dublin,pub,,,,,,,,,,,,,Mo-Sa 10:30-23:30; Su 11:30-23:30,yes,yes,,,0
Dublin,way/233506997,POINT (-6.196135 53.3599),O'Briens,Vernon Avenue,6-8,,,,,,,,,,,+353 1 818 6071,clontarf@obrienswine.ie,,,,,,,,,0
Dublin,way/233507006,POINT (-6.195539 53.359192),Connolly’s,Clontarf Road,198,D03 Y974,Clontarf,pub,,,,,,,,,,,,,,limited,,,,0
Dublin,way/233516827,POINT (-6.256527 53.349103),The Silver Penny,Abbey Street Lower,12A,D01 X593,Dublin,pub,,,,,,,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-silver-penny-dublin,,,,,,,,,,,0
Dublin,way/233666288,POINT (-6.265962 53.347476),T.P. Smith’s,Jervis Street,9-10,D01 XV66,Dublin,pub,,,,,,,https://tpsmiths.ie/,+353 1 878 2067,tpsmithsjervisst@gmail.com,,,,,limited,no,,,0
Dublin,way/233790935,POINT (-6.259188 53.348322),The Grand Central Bar,O'Connell Street Lower,10-11,D01 C1X4,Dublin,pub,,,,,,,https://grandcentral.ie/,,,,,,,no,,no,,0
Dublin,way/233791356,POINT (-6.257999 53.348),Clifton Court Bar,Eden Quay,10,,Dublin,bar,,,,,,,,,,,,,,,,,,0
Dublin,way/233791363,POINT (-6.257901 53.348022),Lanigan’s,Eden Quay,10-11,D01 V6F4,Dublin,bar,,,,,,,,,,https://www.facebook.com/Lanigans-Pub-Eden-Quay-118538598185238/,,,,,,outside,,0
Dublin,way/233801731,POINT (-6.255966 53.348344),The Wiley Fox,Eden Quay,28,D01 DE44,Dublin,pub,,,,,,,https://thewileyfox.ie/,+35315440900,info@thewileyfox.ie,https://www.facebook.com/thewileyfox,,,,,,,,0
Dublin,way/233804973,POINT (-6.263521 53.346856),The Grand Social,Liffey Street Lower,35,D01 C3N0,Dublin,pub,,,,,,,,,,,,,,limited,yes,outside,,0
Dublin,way/234082876,POINT (-6.248703 53.336836),The Star Bar,Baggot Street Lower,43-44,D02 YC83,Dublin,pub,,,,,,,,,,,,,,yes,,,,0
Dublin,way/239198137,POINT (-6.237115 53.315955),Ashtons,,,,,pub,,,,,,,,,,,,,,,,,,0
Dublin,way/244989701,POINT (-6.252399 53.344922),O’Neill’s of Pearse Street,Pearse Street,36-37,D02 VX62,Dublin,pub,,,,,,,https://www.oneillsdublin.com/oneills-pub,,,,,,,limited,,,,0
Dublin,way/244989703,POINT (-6.252096 53.344875),Moss Lane,Pearse Street,37B,D02 N966,Dublin,pub,,,,various,,,,,,,@MossLaneDublin,,"Mo-Th 12:30-24:00,Fr-Sa 12:30-01:00",,,outside,,5
Dublin,way/245124093,POINT (-6.257835 53.348842),The Flowing Tide,Abbey Street Lower,9,D01 H6P1,Dublin,pub,,,,Trouble Brewing;Kinnegar,,,,,,,,,,yes,,isolated,,0
Dublin,way/249212894,POINT (-6.252485 53.337706),James Toner,Baggot Street Lower,139,D02 N231,Dublin,pub,,,,,,,,,,,,,,no,,,,0
Dublin,way/249263084,POINT (-6.260845 53.341372),Bruxelles,Harry Street,7-8,D02 KX36,Dublin,pub,,,,,,,https://bruxelles.ie/,,,,,,,no,no,,,0
Dublin,way/249268180,POINT (-6.262478 53.343964),The Bankers,Trinity Street,16,D02 FD26,Dublin,pub,,,,,,,,,,,,,,limited,,,,0
Dublin,node/249426205,POINT (-6.228816 53.365756),Marino House (Kavanagh's),Malahide Road,16,,Dublin,pub,,,,Carlsberg;Bulmers;Heineken,,,,+353 1 8332786,,https://www.facebook.com/kavanaghsmarino,,,"Mo-Th 10:30-23:30, Fr-Sa 10:30-00:30, Su 12:30-23:00",,,,,0
Dublin,way/250345931,POINT (-6.251591 53.336988),Matt the Thresher,Pembroke Street Lower,31-32,D02 Y523,Dublin,pub,,,,,,,https://matts.ie/,,,,,,,yes,,,,0
Dublin,way/250501870,POINT (-6.262467 53.347936),W.Plunket,Middle Abbey Street,52,D01 W9H6,Dublin,pub,,,,,,,https://www.wplunket.ie/,,,https://www.facebook.com/w.plunket,,,,limited,,,,0
Dublin,way/250501876,POINT (-6.263437 53.347769),The Gin Palace,Middle Abbey Street,42,D01 X015,Dublin,pub,,,,,,,https://ginpalace.ie/,,,,,,,no,,,,0
Dublin,way/250504040,POINT (-6.260339 53.348454),The Oval,Middle Abbey Street,78,D01 RW24,Dublin,pub,,,,,,,https://www.theoval.ie/,,,,,,Su-Th 09:00-00:00; Fr-Sa 09:00-01:00,limited,no,,,0
Dublin,way/251194993,POINT (-6.261982 53.344637),The Vat House,Anglesea Street,3,D02 FK84,Dublin,pub,,,,,,,http://www.vathouse.ie/,,,https://www.facebook.com/thevathousebar/,,,,no,,,,0
Dublin,way/251523512,POINT (-6.261488 53.34201),L. Mulligan Whiskey Shop,Clarendon Street,13,,Dublin,,,,,,,,,+353 1 567 2256,,,,,Mo-Sa 11:00-19:00; Su 12:30-18:00,,,,,2
Dublin,way/252713065,POINT (-6.261584 53.359022),The Auld Triangle,Dorset Street Lower,28,D01 TH93,Dublin,pub,,,,,,,,,,,,,,limited,,no,,0
Dublin,way/252809417,POINT (-6.260165 53.353388),The Deer’s Head,Parnell Street,151-152,D01 V9Y6,Dublin,pub,,,,,,,,,,,,,,yes,,,,0
Dublin,way/252812514,POINT (-6.260802 53.353048),Hophouse,Parnell Street,160,D01 Y4A7,Dublin,pub,,,,,,,,+353 1 872 8318,kimchi.hophouse@gmail.com,,,,,yes,,outside,,0
Dublin,way/252812519,POINT (-6.260441 53.353224),Mema’s,Parnell Street,155,D01 N8C7,Dublin,bar,,,,,,,,+35318747637,memasdublin@gmail.com,,,,,,,,,0
Dublin,way/254319894,POINT (-6.249005 53.349994),The Harbourmaster Pub,Custom House Docks,,D01 W0X8,Dublin,pub,,,,,,,,,,,,,,,,,,0
Dublin,way/255386982,POINT (-6.335696 53.342616),Sarsfield Racing Pigeon Club,,,,,bar,,,,,,,,,,,,,,,,,,0
Dublin,way/255386983,POINT (-6.357511 53.341781),Ballyfermot Sports and Social Club,,,,,bar,,,,,,,,,,,,,,,,,,0
Dublin,way/257772822,POINT (-6.249516 53.3419),The Ginger Man,Fenian Street,39-40,D02 KD51,Dublin,pub,,,,,,,,,,,,,Mo-Th 11:30-00:30; Fr-Sa 11:30-01:30; Su 16:00-23:00,yes,,isolated,,0
Dublin,way/258651047,POINT (-6.252917 53.342701),The Pavilion,College Green,,D02 E8C0,Dublin,bar,,,,yes,,,,,,,,,Mo-Fr 10:00-21:00,,,outside,,0
Dublin,way/260307464,POINT (-6.26181 53.343132),The International Bar,Wicklow Street,23,D02 VH59,Dublin,pub,,,,,,,,,,https://www.facebook.com/internationalbardublin/,,,,limited,,,,0
Dublin,way/261269400,POINT (-6.259688 53.343453),O'Donoghue's,Suffolk Street,15,D02 C671,Dublin,pub,,,,,,,https://odonoghuesbar.ie/,,,,,,,,,outside,,0
Dublin,way/261598465,POINT (-6.303302 53.328649),The Gate Bar,Crumlin Road,153-155,D12 HA27,Dublin,pub,,,,,,,http://pubsdirect.ie/thegatebar,+353 1 454 2157,,,,,Mo-Th 12:00-23:30; Fr-Sa 12:00-00:30; Su 12:00-23:00,,,outside,,0
Dublin,way/263470974,POINT (-6.275482 53.332391),The Libertine,Clanbrassil Street Lower,57,D08 HC79,Dublin,pub,,,,various,,,https://thelibertinedublin.ie/,+35315320279,,,,,,,,outside,,0
Dublin,way/264029838,POINT (-6.358943 53.342415),The 79 Inn,Ballyfermot Road,367,D10 EC53,Dublin,pub,,,,,,,,,,,,,,,,,,0
Dublin,way/264741791,POINT (-6.26382 53.341283),The Hairy Lemon,Stephen Street Lower,41-42,D02 NV08,Dublin,pub,,,,,,,https://thehairylemon.ie/,+353 1 671 8949,,https://www.facebook.com/thehairylemonbar,,,Mo-Th 10:00-23:30; Fr-Sa 10:00-01:30; Su 10:00-23:00,no,,,,0
Dublin,way/266390284,POINT (-6.323342 53.366037),Hole in the Wall,Blackhorse Avenue,,D07 V663,Dublin,pub,,,,,,,,,,,,,,,,,,0
Dublin,way/268687348,POINT (-6.265266 53.343985),The Pawn Shop,Dame Street,15,D02 KD74,Dublin,pub,,,,,,,,,,,,,,,,,,3
Dublin,way/268700611,POINT (-6.26389 53.343992),Mercantile,Dame Street,27-28,D02 ND77,Dublin,bar,,,,,,,https://www.mercantilehotel.ie/en/bar/,,,https://www.facebook.com/themercantiledublin,,,,limited,,no,,0
Dublin,way/268843105,POINT (-6.258867 53.339757),Dawson Lounge,Dawson Street,25,D02 XT59,Dublin,bar,,,,,,,https://dawsonlounge.ie/,,,https://www.facebook.com/TheDawsonLounge/,,,Mo-Th 16:00-23:30; Fr-Sa 12:00-01:00; Su 12:30-23:00,no,,,,0
Dublin,way/268843106,POINT (-6.258818 53.33994),Wines on the Green,Dawson Street,28,,Dublin,,,,,,,,https://www.celticwhiskeyshop.com/Wines-and-Champagnes-Home-Page,,,,,,,limited,,,,0
Dublin,way/268843107,POINT (-6.258841 53.339888),Celtic Whiskey Shop,Dawson Street,27,,Dublin,,,,,,,,https://www.celticwhiskeyshop.com/,,,,,,,yes,,,,0
Dublin,way/269759932,POINT (-6.259439 53.342025),The Bailey,Duke Street,1-4,D02 ET99,Dublin,pub,,,,,,,https://baileybarcafe.com/,,,,,,,yes,yes,,,0
Dublin,way/269759933,POINT (-6.259352 53.342017),The Bailey,Duke Street,1-4,D02 ET99,Dublin,pub,,,,,,,https://baileybarcafe.com/,,,,,,,yes,,,,0
Dublin,way/270805425,POINT (-6.251042 53.350136),The Brew Dock,Amiens Street,1,D01 FK19,Dublin,pub,,,,galway_bay,draught,,https://galwaybaybrewery.com/brewdock,+35318881842,brewdockp@galwaybaybrewery.com,https://facebook.com/thebrewdock,@thebrewdock,,,limited,no,,,0
Dublin,way/270968057,POINT (-6.259362 53.341841),Davy Byrne’s,Duke Street,21,D02 K380,Dublin,pub,,,,,,,https://davybyrnes.com/,,,,,,,limited,,,,0
Dublin,way/271055200,POINT (-6.259616 53.345909),The Palace Bar,Fleet Street,21,D02 H950,Dublin,pub,,,,,,,https://www.thepalacebardublin.com,+353 1 671 7388,,https://www.facebook.com/ThePalaceBar,https://www.instagram.com/thepalacebardublin/,,,limited,,outside,,0
Dublin,way/271450113,POINT (-6.264611 53.326869),Blackbird,Rathmines Road Lower,82-84,D06 Y5Y8,Dublin,pub,,,,various,,,https://www.blackbirdrathmines.com/,,hello@blackbirdrathmines.com,https://www.facebook.com/BlackbirdRathmines/,,,,no,,outside,,0
Dublin,way/271989540,POINT (-6.258935 53.34301),Tapped,Nassau Street,45-46,D02 RP20,Dublin,pub,,,,porterhouse,,,https://tappeddublin.com,+35316799204,lore@tappeddublin.com,https://www.facebook.com/tappeddublin,@tappeddublin,,,no,,outside,,0
Dublin,way/273202992,POINT (-6.261001 53.341228),McDaid's,Harry Street,3,D02 NC42,Dublin,pub,,,,,,,,,,,,,,no,,,,0
Dublin,way/273520544,POINT (-6.264645 53.343812),The George,George's Street Great South,89,D02 R220,Dublin,pub,,,,,,,https://thegeorge.ie,+353 1 6776943,info@thegeorge.ie,TheGeorgeBar,thegeorgedublin,,"Mo-Fr 14:00-02:30, Sa,Su 12:30-02:30",limited,,outside,,0
Dublin,way/273646173,POINT (-6.261846 53.34288),Johnny Rush's,William Street South,65,D02 TH24,Dublin,bar,,,,,,,,,,https://www.facebook.com/johnnyrushsbar/,,,,yes,,,,0
Dublin,way/273652089,POINT (-6.262938 53.342654),The Rag Trader,Drury Street,39-40,D02 XR91,Dublin,pub,,,,,,,,,,,,,,no,,,,0
Dublin,way/273993937,POINT (-6.261666 53.345598),The Oliver St John Gogarty,Fleet Street,58-59,D02 N159,Dublin,pub,,,,,,,https://www.gogartys.ie/bar/,,,,,,,limited,,,,0
Dublin,way/275159990,POINT (-6.262141 53.343147),The Old Stand,Exchequer Street,37,D02 VH59,Dublin,pub,,,,,,,https://theoldstandpub.com/,,,https://www.facebook.com/theoldstandpub/,https://www.instagram.com/theoldstand/,,Mo-Su 11:00-00:30,no,,,,0
Dublin,way/275482802,POINT (-6.256853 53.33614),Madigans,Leeson Street Lower,104-105,D02 K710,,pub,,,,,,,,,,,,,"Mo-Th 12:00-23:30; Fr,Sa 12:00-00:30; Su off",,,,,0
Dublin,way/275483127,POINT (-6.256587 53.335972),Hartigan’s,Leeson Street Lower,100,D02 W023,Dublin,pub,,,,,,,http://hartigans.eu/,+353 1 676 2280,,https://www.facebook.com/100063528429804/,,,,yes,yes,,,2
Dublin,way/279140841,POINT (-6.254181 53.338156),O'Donoghue's,Merrion Row,15,D02 PF50,Dublin,pub,,,,,,,https://www.odonoghues.ie/,,,,,,,limited,,,,0
Dublin,node/279464425,POINT (-6.265238 53.330686),The Lower Deck,Portobello Harbour,3,D08 KCH2,Dublin,pub,,,,,,,,,,,,,,,,,,0
Dublin,node/279915988,POINT (-6.260932 53.347252),Arlington Bar & Restaurant,Bachelors Walk,23-25,D01 E8P4,Dublin,pub,,,,,,,https://www.arlington.ie/dining/,,,,,,,,,,,0
Dublin,node/280123269,POINT (-6.251268 53.367676),Bar@Tolka,,,,,bar,,,,,,,,,,,,,,,,,,0
