city,osm_id,geometry,name,street,house_number,postcode,address_city,amenity,bar,beer,beer_garden,brewery,drink_beer,microbrewery,website,phone,email,facebook,instagram,description,opening_hours,wheelchair,toilets_wheelchair,smoking,min_age,payment_methods_count
Munich,way/95800607,POINT (11.556251 48.17609),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/98478768,POINT (11.529152 48.176524),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/98481227,POINT (11.525863 48.176458),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/98481234,POINT (11.528818 48.176524),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/98855280,POINT (11.549772 48.136399),Ehemaliges Brausebad,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/105866094,POINT (11.637921 48.114908),Michaeligarten,Feichtstraße,10,81735,München,biergarten,,,,Löwenbräu,,,https://www.michaeligarten.de/,+49 89 43 55 24 24,info@michaeligarten.de,,,,"Mo-Fr 12:00-23:00; Sa,Su 11:00-23:00",yes,,yes,,0
Munich,way/106923842,POINT (11.547844 48.176183),Hanns-Braun-Brücke,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/109862348,POINT (11.456057 48.195889),Zur Schießstätte,,,,,biergarten,,,,,,,,,,,,,,yes,no,,,0
Munich,way/110780791,POINT (11.511802 48.153987),Weinhaus,Romanplatz,,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-14:00,limited,,,,0
Munich,way/110892783,POINT (11.67837 48.115057),Lindengarten Biergarten,Solalindenstraße,50,81825,München,biergarten,,,,,,,,,,,,,Mo-Sa 11:00-23:30; Su 11:00-22:00,yes,no,,,0
Munich,way/116555850,POINT (11.594873 48.134508),Hofbräukeller,Innere Wiener Straße,19,81667,,biergarten,,,,Hofbräu München,,,,+49 89 4599250,,,,,Mo-Su 10:00-23:00,yes,yes,outside,,0
Munich,way/116855194,POINT (11.574054 48.200349),Ziegelhaus,,,,,biergarten,,,,,,,,,,,,,"Mo-Fr 11:00-18:00+; Sa,Su,PH 16:00-18:00+",limited,no,,,0
Munich,way/116856890,POINT (11.57639 48.19653),Wirtshaus am Hart,,,,,biergarten,,,,,,,,,,,,,,yes,,,,0
Munich,way/119961926,POINT (11.582758 48.121299),Paulaner Garten,,,,,biergarten,,,,Paulaner,,yes,https://paulaner-nockherberg.com/,+49 89 4599130,info@nockherberg.com,,,,Mo-Th 16:00-23:00; Fr-Su 12:00-23:00; PH 12:00-23:00,yes,yes,separated,,10
Munich,way/126131342,POINT (11.55937 48.126063),Paulaner Bräuhaus,Kapuzinerplatz,5,80337,München,biergarten,,,,Paulaner,,,,+49 89 54 46 11-0,,,,,Mo-Su 09:45-22:00,limited,,,,0
Munich,way/135784226,POINT (11.534057 48.205919),Gaststätte & Biergarten Fasanerie See,Lerchenauer Straße,267,80995,München,restaurant,,,,,,,https://www.kleingartenanlage-fasaneriesee.de/gaststaette.html,+49 89 150 3154,,,,,Tu-Su 10:00-22:00,limited,no,outside,,0
Munich,way/137540019,POINT (11.573606 48.144013),Bayrischer Brauerbund e.V.,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/144194201,POINT (11.509012 48.122136),Kulturbiergarten Rosengarten,Westendstraße,305,81377,München,biergarten,,,,,,,https://www.am-rosengarten.com/,+49 89 57869 300,,,,,09:00-24:00,yes,,,,0
Munich,way/144515671,POINT (11.555172 48.221112),Kindertagesstätte Heinrich-Braun-Weg 5,Heinrich-Braun-Weg,5,80933,München,kindergarten,,,,,,,https://stadt.muenchen.de/service/info/heinrichbraunweg-5/1052535/,+49 89 309 053 770,,,,,Mo-Fr 07:30-17:00,yes,,,,0
Munich,way/144941136,POINT (11.56292 48.192452),MAHAG Gebrauchtwagenzentrum,Detmoldstraße,3,80935,,,,,,,,,https://www.mahag.de/standorte/standortuebersicht/standort/mahag-nord,,,,,,Mo-Fr 08:00-18:00; Sa 09:00-16:00,no,,,,0
Munich,way/145433978,POINT (11.551304 48.176253),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/145433979,POINT (11.546171 48.176171),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/146396400,POINT (11.556229 48.176184),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/152580795,POINT (11.499155 48.163377),Brauner-Weg,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/155254359,POINT (11.629512 48.127791),Berg-am-Laimer Biergarten,,,,,biergarten,,,,,,,,,,,,,,yes,yes,,,0
Munich,way/157059204,POINT (11.569233 48.122033),Kiosk Isarwahn,Schyrenplatz,1,,,biergarten,,,,,,,,,,,,,,limited,no,,,0
Munich,way/159426712,POINT (11.525171 48.125168),Gaststätte HLC Rot-Weiss,Grasweg,67a,81373,München,pub,,,,,,,https://www.rotweissmuenchen.de/,+49 89 7691516,hlcrwgastronomie@yahoo.de,,,,,,,,,0
Munich,way/159426713,POINT (11.523155 48.125483),Gaststätte SC Armin,,,,,pub,,,,,,,,,,,,,,,,,,0
Munich,way/159426779,POINT (11.526875 48.125592),Hopfengarten,Siegenburger Straße,43,81373,München,biergarten,,,,,,,https://www.hopfen-garten.de/,+49 89 7608846,,,,,Mo-Sa 12:00-19:00; Su 11:00-19:00,yes,,outside,,4
Munich,way/172507240,POINT (11.537831 48.176371),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/172507241,POINT (11.536597 48.176283),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,node/181328634,POINT (11.574776 48.157236),Wintergarten,Nordendstraße,37,80796,München,pub,,,,Augustiner Bräu München,,,https://www.wintergarten-schwabing.de/,+49 89 27373134,,,,,Mo-Sa 10:00-24:00; Su 10:00-23:00,yes,,,,0
Munich,way/188122766,POINT (11.478949 48.102972),Waldheim,,,,,biergarten,,,,,,,,+49 89 716065,info@waldheim.de,,,,11:30-22:00,limited,,,,3
Munich,way/198990004,POINT (11.546291 48.164189),Kindertagesstätte Lily-Braun-Weg 14,Lily-Braun-Weg,14,80637,München,,,,,,,,https://stadt.muenchen.de/service/info/lilybraunweg-14/1052574/,,,,,,,,,,,0
Munich,way/199406313,POINT (11.492419 48.141176),Laimers,,,,,biergarten,,,,,,,https://www.laimers.com/,+49 89 54 66 401,info@laimers.com,,,,"Mo-Fr 17:00-22:00; Sa,Su 10:00-22:00",limited,,,,0
Munich,way/205459974,POINT (11.633043 48.118533),Kleines Brauhaus Dicker Mann,Heinrich-Wieland-Straße,11,81735,München,restaurant,,,,Ayinger,,,https://www.kleinesbrauhausdickermann.de/,+49 89 407898,info@dickermann.eu,,,Biergarten mit 300 Plätzen,"Mo-Sa 11:00-23:00; Su,PH 11:00-23:00",limited,,outside,,5
Munich,way/205806197,POINT (11.558063 48.147987),Löwenbräukeller Biergarten,,,,,biergarten,,,,Löwenbräu,,,https://loewenbraeukeller.com/de/,,,,,,Mo-Su 10:00-00:00,yes,yes,yes,,0
Munich,node/209147341,POINT (11.460937 48.151087),Cantina,August-Exter-Straße,1,81245,München,pub,,,,,,,https://www.cantina-pasing.de/,+49 89 55060365,,,,,Su-We 10:00-23:30; Th-Sa 10:00-01:00,yes,yes,,,0
Munich,way/216170462,POINT (11.495141 48.084681),Biergarten Alter Wirt,,,,,biergarten,,,,,,,,,,,,,,yes,,,,0
Munich,way/220362739,POINT (11.407104 48.17838),Eichen Schlössl,,,,,biergarten,,,,,,,,,,,,,,limited,no,,,0
Munich,way/242878913,POINT (11.482726 48.122614),Hadernner Kleines Brauhaus - Bio-Restaurant und Biergarten,Großhaderner Straße,56a,81375,München,,,,,,,,,,,,,,,,,,,0
Munich,node/243934064,POINT (11.562699 48.151457),Shaxe Bar,,,,,pub,,,,,,,,,,,,,Mo-Su 17:00-05:00,no,,,,0
Munich,way/245172381,POINT (11.710467 48.110916),Biergarten Truderinger Waldwirtschaft,,,,,biergarten,,,,,,,,,,,,,Mo-Sa 11:00-24:00; Su 12:00-24:00,yes,,yes,,0
Munich,way/248210286,POINT (11.529061 48.177273),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,Georg-Brauchle-Ring U1 Bahnsteig,,yes,,,,0
Munich,way/250757645,POINT (11.57623 48.152436),Max Emanuel Brauerei Biergarten,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Munich,node/253247251,POINT (11.624758 48.094186),Forschungsbrauerei,Unterhachinger Straße,78,81737,München,restaurant,,,,,,yes,,,,,,,"Mo-Sa 11:00-23:00; Su, PH 10:00-22:00",limited,,,,0
Munich,node/254951783,POINT (11.544358 48.199235),Pils-Pub Royal,,,,,pub,,,,Augustiner Bräu München,,,https://pilspubroyal.eatbu.com/?lang=de,+49 89 35 7472 32,,,,,"Mo 11:30-21:30; Tu,We 11:30-22:00; Th off; Fr 11:30-22:00; Sa 11:00-22:00; Su 11:30-18:00",yes,,outside,,0
Munich,node/257005663,POINT (11.5837 48.197629),Pizza Manufaktur,Wenzelstraße,2,80937,München,pub,,,,,,,,,,,,,,,,,,0
Munich,way/257145852,POINT (11.434888 48.176625),Paulaner Brauerei,Mälzereistraße,31,81249,München,,,,,,,,https://www.paulaner.de,,,,,,,,,,,0
Munich,node/258189053,POINT (11.563009 48.207111),Caracciolastüberl,,,,,pub,,,,,,,,,,,,,Mo 10:00-00:00; Tu-Sa 10:00-01:00; Su 11:00-23:00,limited,,,,0
Munich,node/258189085,POINT (11.551927 48.208131),Zum Kuckuck Nochmal,Weitlstraße,115,,,pub,,,,,,,https://zumkuckuck-nochmal.de/,,,,,,Mo-Sa 10:00-24:00; Su 10:00-22:00,yes,,outside,,0
Munich,node/260431779,POINT (11.573636 48.094978),Zum Dachs,Säbener Straße,173,81547,München,pub,,,,Spatenbräu,,,,,,,,,Tu-Sa 11:00-21:00; Su 11:00-19:00,limited,,,,0
Munich,node/260796705,POINT (11.607181 48.120427),Hendlglück Biergarten,Anzinger Straße,2,81671,München,biergarten,,,,,,,https://hendlglueck.de/,+49 89 400767,,,,,Mo-Su 11:00-22:00,yes,no,yes,,0
Munich,node/261052322,POINT (11.5963 48.12387),Buon Gusto,,,,,pub,,,,,,,,,,,,,Mo-Su 09:30-02:00,limited,,,,0
Munich,node/261052433,POINT (11.59604 48.123812),Auerfeld,,,,,pub,,,,,,,,,,,,,,limited,,,,0
Munich,node/263879617,POINT (11.596674 48.129069),Metz 7,Metzstraße,7,,,pub,,,,,,,,,,,,,Mo-Fr 11:30-23:00; Sa 17:00-24:00; Su off,no,,,,0
Munich,node/263892675,POINT (11.597859 48.12703),Monchalant,Pariser Straße,15,81667,München,bar,,,,,,,https://www.monchalant.de,,,,,,"We-Th 14:00-23:00; Fr,Sa 14:00-24:00; Su 14:00-22:00; Mo,Tu off",no,,,,0
Munich,node/263895499,POINT (11.595415 48.126513),Bar Tapas Teatro,Balanstraße,23,81669,München,pub,,,,,,,https://www.teatro-bar-tapas.de/,,,,,,Mo-Sa 17:00-01:00,yes,,,,0
Munich,node/264010830,POINT (11.62673 48.127016),Echardinger Gartenlaube,Echardinger Straße,10,81673,München,pub,,,,,,,https://echardingergartenlaube.de/,+49 89 45344311,,,,,"Tu-Su,PH 11:30-22:00; Mo off",,,,,0
Munich,node/264527916,POINT (11.395971 48.173259),Waldwirtschaft Bienenheim,,,,,biergarten,,,,,,,,,,,,,,,,yes,,0
Munich,node/264680687,POINT (11.604833 48.130614),EscoBar,Breisacher Straße,19,81667,München,pub,,,,,,,https://escobar-muenchen.de/,+49 89 485137,info@escobar-muenchen.de,,,,"Su-Fr 17:00-01:00, Sa 17:00-03:00",limited,,,,0
Munich,node/264680692,POINT (11.60248 48.133478),Ortakahve,,,,,pub,,,,Hofbräu,,,,,,,,,,no,,,,0
Munich,node/264745310,POINT (11.594504 48.130871),Molly Malone's,Kellerstraße,21,,,pub,,,,,,,http://www.molly-malones.org/,,,,,,"Mo-We 17:00-24:00, Th,Fr 17:00-01:00, Sa 14:00-01:00, Su 14:00-24:00",no,,,,0
Munich,node/266698116,POINT (11.597415 48.130583),Negroni,Sedanstraße,9,81667,München,bar,,,,,,,https://negronibar.de/,+49 89 48950154,,,,,Fr-Sa 18:00-01:30; Tu-Th 18:00-01:00,no,,outside,,2
Munich,node/266698138,POINT (11.597361 48.132543),La Bodeguita,,,,,pub,,,,,,,,+49 1521 4643271,,,,,Mo-Th 14:00-24:00; Fr-Su 14:00-02:00,limited,,,,0
Munich,node/266698146,POINT (11.596842 48.131536),Bar Room München,,,,,bar,,,,,,,https://www.barroom-muenchen.de/,+49 89 44142762,info@barroom-muenchen.de,,,,Tu-Sa 20:00+,no,,,,0
Munich,way/269170230,POINT (11.530079 48.176517),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,node/269945556,POINT (11.565046 48.154097),Alter Ofen,Zieblandstraße,41,80798,München,pub,,,,Spaten-Franziskaner München,,,http://www.alter-ofen.de,+49 89 527527,info@alter-ofen.de,,,,18:00-01:00,no,,,,0
Munich,node/271236134,POINT (11.655011 48.107305),Bhima's Biergarten,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Munich,way/275820922,POINT (11.458209 48.167172),Weichandhof,,,,,biergarten,,,,,,,,,,,,,"Mo-Su,PH 11:00-22:00",,,,,0
Munich,way/276604355,POINT (11.539848 48.176266),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/276604356,POINT (11.542861 48.176219),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,node/277253196,POINT (11.616898 48.122001),Isarflimmern,,,,,pub,,,,,,,,,,,,,,yes,,,,0
Munich,node/278901866,POINT (11.417126 48.143627),Zur Aubinger Einkehr,Gößweinsteinplatz,7,81249,München,biergarten,,,,Augustiner Bräu München,,,https://zuraubingereinkehr.eatbu.com,+49 89 875581,,,,,Mo-Fr 16:00-22:00; Sa-Su 12:00-22:30,no,,,,0
Munich,node/280151630,POINT (11.578618 48.143933),Schumann's,Odeonsplatz,7,80539,München,pub,,,,,,,https://schumanns.de/de/index.html,+49 89 229 060,,,,,"Mo-Fr 08:00-24:00, Sa-Su 18:00-24:00, Mo-Su 00:00-03:00; PH off",limited,,,,0
Munich,node/283103746,POINT (11.560019 48.14248),Café Kosmos,Dachauer Straße,7,80335,München,pub,,,,Astra,,,https://www.cafe-kosmos.de/,,,,,,"Mo-Fr 12:00-01:00, Sa-Su 18:00-03:00",limited,no,outside,,0
Munich,way/283204333,POINT (11.558121 48.10298),Isar Alm zum Gartl,Nithartstraße,8,81543,München,biergarten,,,,Hofbräu München,,,https://www.isaralm.de/,+49 89 6518154,,,,,"Apr-Oct: Mo-Su,PH 11:00-22:00; Nov-Dec: Fr-Su,PH 11:00-20:00",limited,,,,0
Munich,way/283871243,POINT (11.547936 48.176152),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/283871244,POINT (11.55132 48.176115),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/283871245,POINT (11.547885 48.176288),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/283871246,POINT (11.546887 48.176298),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,node/290528084,POINT (11.640637 48.118657),Lucky,Sankt-Veit-Straße,68,81673,München,pub,,,,,,,https://www.lucky-bar.de/home/home_main.php,+49 89 18910347,mail@lucky-bar.de,,,,Tu-Su 11:00-00:00,,,,,0
Munich,way/290579662,POINT (11.525065 48.176178),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,way/290579664,POINT (11.521869 48.175848),Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,0
Munich,node/291103862,POINT (11.58502 48.141167),s'Zwölferl,Seitzstraße,12,80538,München,pub,,,,,,,,,,,,,Mo-Sa 11:00-23:00+,no,,,,0
Munich,node/291364411,POINT (11.589236 48.139515),The Moon Bar Lehel,Thierschplatz,5,80538,München,bar,,,,,,,,+4915115974903,,,,,"Mo-Fr 11:30-14:30,18:00-24:00; Sa,Su 18:00-01:00",,,,,0
Munich,node/291436154,POINT (11.518685 48.139708),Cafe San,,,,,pub,,,,,,,,,,,,,,,,,,0
Munich,node/292910957,POINT (11.578596 48.14293),Tambosi Hofgarten,Odeonsplatz,18,80539,München,biergarten,,,,,,,,+49 89 23069360,,,,,Su-Th 07:00-01:00; Sa-Su 07:00-03:00,yes,no,,,0
Munich,node/296394611,POINT (11.564252 48.136419),Kauz,,,,,bar,,,,,,,,,,,,,,no,,,,0
Munich,node/296468209,POINT (11.566701 48.139794),Kubaschewski,,5,80335,München,bar,,,,,,,https://kubaschewski.bar/,,,,https://www.instagram.com/kubaschewski.bar/,Ehemals Rodman in der Rumfordstraße 2,Th-Sa 20:00+; Su-We off,,,,,0
Munich,node/296957926,POINT (11.682056 48.140572),Gasthaus der Biermann,Riemer Straße,350,81829,München,restaurant,,,,,,yes,https://www.gasthausbiermann.de/,+49 89 94539-515,,,,,"Mo-Su 11:00-14:30, 17:00-23:00",yes,,,,0
Munich,node/297922632,POINT (11.58386 48.134055),Graf Arco Stub'n,,,,,pub,,,,,,,,+49 89 29160770,,,,,"Mo-Fr 11:00-03:00, Sa,Su 18:00-03:00",no,,,,0
Munich,node/299100564,POINT (11.583472 48.138898),Cohibar City,Herzog-Rudolf-Straße,2,80539,München,pub,,,,,,,,+49 89 22880289,,,,,We-Th 20:00-02:00; Fr-Sa 20:00-04:00,no,,,,0
