city,osm_id,geometry,name,street,house_number,postcode,address_city,amenity,bar,beer,beer_garden,brewery,drink_beer,microbrewery,website,phone,email,facebook,instagram,description,opening_hours,wheelchair,toilets_wheelchair,smoking,min_age,payment_methods_count
Prague,way/22123333,POINT (14.478124 50.109247),Pivovarnická,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/25401466,POINT (14.423306 50.096332),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/27753989,POINT (14.418994 50.076708),Černý pivovar,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/35036719,POINT (14.604596 50.026888),Za Pivovarem,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/50111544,POINT (14.507138 50.117626),Restaurace a pension Školička,Klíčovská,11,,,restaurant,,,,,,yes,https://www.skolicka.cz/,+420286583299,,,,,Mo-Su 11:00-22:00,no,,,,5
Prague,way/50969545,POINT (14.331382 50.067134),Pivovarský rybník,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/61697945,POINT (14.512996 50.057375),,,,,,bar,,,,,,,,,,,,,,,,,,0
Prague,way/62147117,POINT (14.466294 50.115313),Pivovar U Bulovky,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/62176341,POINT (14.476092 50.10753),Trilobit,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/75854013,POINT (14.471822 50.02129),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/100895271,POINT (14.413827 50.047731),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/113160349,POINT (14.605208 50.029446),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/116744861,POINT (14.393031 49.976608),pivovar,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/128930716,POINT (14.502944 50.058687),Pivoňková,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/128930717,POINT (14.502811 50.058036),Pivoňková,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/130239239,POINT (14.505123 50.139577),U Jeníka,Tupolevova,608,,,pub,,,,,,,,,,,,,,,,,,0
Prague,way/139743149,POINT (14.52002 50.031498),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/173596214,POINT (14.427677 50.093493),Bukanýr,,,,,pub,,,,,,,https://www.bukanyr.cz/,+420608973582,,,,,,no,,yes,,0
Prague,way/182992693,POINT (14.456482 50.106242),Marina,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/209405482,POINT (14.506906 50.117575),Minipivovar Beznoska,,,,,,,,,,,yes,,,,,,,,,,no,,0
Prague,way/224849704,POINT (14.413286 50.028348),Nad Branickým pivovarem,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/243075684,POINT (14.507543 50.134281),Minus,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/264494769,POINT (14.422183 50.063611),Na hradbách,,,,,pub,,,,Pilsner Urquell;Radegast,,,,+420 734 112 214,hospudkanahradbach@gmail.com,https://www.facebook.com/hospudkanahradbach/,,,Mo-Su 12:00-24:00,limited,,outside,,2
Prague,way/266723593,POINT (14.416922 50.112693),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,node/267198809,POINT (14.509492 50.068325),Pivnice Skalka,,,,,pub,,,,,,,,,,,,,Mo-Fr 12:00-22:00; Sa 14:00-21:00,,,,,0
Prague,node/282088403,POINT (14.413324 50.047853),Tančírna,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/289772710,POINT (14.416234 50.133391),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,node/290027600,POINT (14.423744 50.07543),Pivovarský dům Benedict,Ječná,15,12000,Praha 2,restaurant,,,,,,yes,https://www.pivo-dum.cz/,+420 296 216 666,benedict@pivo-dum.cz,Pivovarskydum,pivo_dum_benedict,,Mo-Su 11:00-23:30,limited,yes,no,,3
Prague,node/292558838,POINT (14.506946 50.10856),Zubaři u pivovaru,U Vysočanského pivovaru,3,19000,Praha,dentist,,,,,,,,,,,,,,,,,,0
Prague,way/293117389,POINT (14.456083 50.051447),Hadovka,,,,,pub,,,,,,,,,,,,,,no,,,,0
Prague,node/296155831,POINT (14.65239 50.017736),,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/296454327,POINT (14.446464 50.08578),U Habásků,Husinecká,661/29,13000,Praha 3,pub,,,,,,,https://www.uhabasku-zizkov.cz/,+420 731 606 308,info@systems-group.info,,,,"Mo-Th 16:00-24:00, Fr,Sa 16:00-02:00, Su 16:00-23:00",,,,,0
Prague,node/296456145,POINT (14.438509 50.078709),Savage Bar,Anny Letenské,936/18,12000,,bar,,,,,,,,,,,,,Mo-Th 17:00-01:00; Fr-Sa 17:00-02:00; Su 17:00-01:00,no,,,,3
Prague,node/296460318,POINT (14.418234 50.080463),La Casa de la Havana vieja,Opatovická,1901/28,11000,,bar,,,,,,,,,,,,,Tu-Sa 17:00-01:00,,,,,0
Prague,node/296467865,POINT (14.424376 50.089986),Moon Club,Dlouhá,709/26,11000,Praha 1,bar,,,,,,,https://moonclub.cz/,,,,,,Tu-Su 18:00-24:00,,,,18,0
Prague,node/296486470,POINT (14.451084 50.08476),Pivoteka ŽižkOFF,Milíčova,470/6,13000,Praha 3,pub,,,,,,,http://www.praguebeeracademy.com/cz/pivni-klub.html,,,,,,,,,,,0
Prague,node/296495035,POINT (14.431049 50.074746),Ber.lin Bar,Lublaňská,646/59,120 00,,bar,,,,,,,https://berlinbar.cz,,,,berlinbarpraha,,"Su, We-Fr 20:00-02:00; Sa 20:00-03:00",,,,,0
Prague,node/296495446,POINT (14.416992 50.08535),U Kunstatu,Řetězová,222/3,110 00,Praha 1,bar,,,,,,,,,,,,,Mo-Su 14:00-23:00,,,,,0
Prague,node/296498803,POINT (14.418523 50.084101),jazz republic,Jilská,527/2,11000,,pub,,,,,,,https://www.jazzrepublic.cz/,,,,jazzrepublic,,We-Mo 20:00-24:00,no,,,18,0
Prague,node/296517625,POINT (14.436363 50.086701),Studio 54,,,,,bar,,,,,,,https://www.studio54.cz/,+420 774 446 854,info@studio54.cz,,,,"Th 04:00-10:00; Sa,Su 04:00-16:00",,,,,0
Prague,node/296555731,POINT (14.451074 50.076198),Wombat Cafe,Slezská,1286/78,13000,Praha 3,bar,,,,,,,,+420 777 666 374,,https://www.facebook.com/666wombatcafe/,,,Mo-Sa 15:00-23:30,no,,,,0
Prague,node/296570598,POINT (14.43352 50.076843),NUBEERBAR,Balbínova,529/1,120 00,,bar,,,,,,,https://www.nubeerbar.cz/,,,,,,Fr 16:00-24:00; Mo-Th 16:00-23:00; Sa 17:00-23:00; Su 17:00-22:00,no,,,,0
Prague,node/296598785,POINT (14.457531 50.07747),Koala,Vinohradská,1756/114,13000,,,,,,,,,,,,,,,Mo-Fr 06:00-18:00; Sa 06:00-11:30,,,,,0
Prague,node/296601430,POINT (14.444303 50.082488),Belzepub,U Rajské zahrady,809/14,13000,Praha 3,pub,,,,yes,,,https://www.belzepub.cz/,,,,,,We-Sa 12:00-22:00,,,,,0
Prague,node/296608521,POINT (14.414228 50.08422),Café-Bar Duende,Karoliny Světlé,277/30,11000,,bar,,,,,,,,,,,,,,no,,,,0
Prague,node/296679665,POINT (14.419348 50.087435),Absintherie Franz Kafka,U Radnice,13/8,110 00,Praha 1,bar,,,,no,,,https://www.absintherie.cz/en/absintherie-franz,+420 273 132 612,absintherie@absint.cz,,,,Mo-Su 12:00-24:00,,,,,0
Prague,node/296680006,POINT (14.405884 50.080485),Craft Beer Spot,Plaská,623/5,15000,,bar,,,,,yes,,https://beerspotprague.cz,+420 257 219 855,beerspotprague@gmail.com,,,,"Mo-Su 11:30-23:00; Fr,Sa 11:30-24:00",no,,no,,0
Prague,node/296690531,POINT (14.47372 50.06991),Turnovská pivnice,Vršovická,1220/80,10000,,restaurant,,,,yes;various,,,https://turnovskapivnice.cz/,+420 603 100 611,vrsovice@turnovskapivnice.cz,,,,Mo-Sa 11:00-23:00; Su 11:00-22:00,,,no,,0
Prague,node/296700168,POINT (14.453452 50.079929),Necropolis,Velehradská,1436/18,13000,,bar,,,,yes,,,https://facebook.com/necropolisprague,,,,,,Mo-Su 18:00-01:00,,,,,0
Prague,node/296710660,POINT (14.337878 50.058602),U Petrů,Jindrova,280/1,15500,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/296719679,POINT (14.664751 50.086564),U Smolíka,Staroklánovická,204,19016,,pub,,,,,,,,,,,,,"Su-Th 14:00-22:00, Sa,Su 14:00-23:00",,,,,0
Prague,node/296720238,POINT (14.389548 50.072364),Kočárek,Erbenova,1030/6,15000,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/296721840,POINT (14.44828 50.071577),Patra,Krymská,286/17,10100,,bar,,,,,,,,,,,,,,,,,,0
Prague,node/296726794,POINT (14.37125 50.083743),Hostinec Drinopol,Bělohorská,493/63,16900,Praha,pub,,,,,,,http://www.drinopol.cz/,+420 245 006 126,,,,,"Mo-Fr 10:30-23:00; Sa,Su 11:00-23:00",,,,,0
Prague,node/296735618,POINT (14.595472 50.033745),U Velké Prahy,Přátelství,137/36,10400,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/296739352,POINT (14.530249 50.104875),Hospoda U Bočana,Poděbradská,597/67,19800,Praha,pub,,,,,,,,,,,,,Mo-Su 12:00-22:00,,,,,3
Prague,node/296742613,POINT (14.446356 50.092435),U Sani,Karlínské náměstí,235/13,18600,,pub,,,,,,,,,,,,,Mo-Sa 11:00-23:00; Su 11:00-22:00,limited,no,,,0
Prague,node/296760797,POINT (14.36074 50.036343),Pivovar Prokopák,Do Klukovic,305,15200,,restaurant,,,,,,,https://www.pivovar-prokopak.cz/,,,,,,Mo-Sa 11:00-21:30,,,outside,,2
Prague,node/296768916,POINT (14.434619 50.103133),U Malého Berlína,Schnirchova,1450/21,17000,,pub,,,,Pilsner Urquell;Kozel,,,https://www.umalehoberlina.cz/,,,,,,Mo-Su 11:00-23:00,,,,,0
Prague,node/296778915,POINT (14.604969 50.0297),Restaurant Pivovarská,K sokolovně,38/10,10400,,restaurant,,,,,,,https://restaurantpivovarska.cz,+420 267 711 949,,,,,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-23:00,,,,,0
Prague,node/296782644,POINT (14.454196 50.105274),V Háji,V Háji,1070/28,17000,,pub,,,,,,,,,,,,,Mo-Fr 09:00-22:00; Sa-Su 10:00-21:00,,,,,0
Prague,node/296783584,POINT (14.508002 50.070675),Hostinec V Rybníčkách,V Rybníčkách,865/35,10000,,pub,,,,yes;various,,,,+420 608 342 877,,,,,Mo-Su 12:00-22:00,,,,,0
Prague,node/296785271,POINT (14.516443 50.137021),Empír steak Letňany,Beranových,39,19900,,pub,,,,,,,https://www.empirsteak.cz/,,,,,,,,,,,0
Prague,node/296804168,POINT (14.370407 49.958493),U Járina,Jílovišťská,9,15531,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/296827496,POINT (14.393344 50.037031),Vinárna U Butona,V bokách III,877/1,15200,,bar,,,,,,,,,,,,,,,,,,0
Prague,node/296832271,POINT (14.514053 50.13615),Sport Bar Chelsea,Beranových,125,19900,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/299776744,POINT (14.513054 50.138279),hospůdka U Karla,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,way/300042533,POINT (14.420202 50.095954),Na Bašte,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,node/304323786,POINT (14.488879 50.093589),Pivní bar Na Vrcholu,,,,,bar,,,,,,,,,,,,,,,,,,0
Prague,node/305079222,POINT (14.40468 50.08185),Pivnice U Švejků,Újezd,22,11800,Praha,restaurant,,,,,,,,,,,,,Mo-Su 11:00-22:00,yes,,,,0
Prague,node/308365561,POINT (14.48906 50.092666),Sport bar Na Chmelnici,,,,,bar,,,,,,,,,,,,,Mo-Su 09:00-22:00,,,,,0
Prague,node/308582119,POINT (14.497209 50.091692),Hospoda Jarov,,,,,restaurant,,,,,,,https://www.facebook.com/HospodaJAROV/,,,,,,Mo-Sa 10:00-22:00,,,,,0
Prague,node/315124571,POINT (14.576201 50.08554),Bar NDR,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/316778801,POINT (14.419884 50.059091),Tobaco,Podolská,33,14700,Praha,bar,,,,,,,,,,,,,,,,,,0
Prague,node/330200829,POINT (14.372937 50.103724),Galerie vín,,,,,,,,,,,,,,,,,,,no,,,,0
Prague,node/330643006,POINT (14.404428 50.077586),Pivnice U Dělového kříže,Štefánikova,48,15000,Praha,restaurant,,,,,,,http://www.udelovehokrize.eu/,+420 257 221 221,,,,,,,,,,0
Prague,node/331950069,POINT (14.398284 50.103198),Hostinec staré zátiší,,,,,pub,,,,,,,,,,,,,Mo-Su 10:00-22:00,,,,,2
Prague,node/331956703,POINT (14.413998 50.084945),Rivier,Smetanovo nábřeží,22,11000,Praha,bar,,,,,,,,,,,,,,no,,,,0
Prague,node/331959659,POINT (14.416976 50.078898),U Fleků,Křemencova,1651/11,11000,Praha,restaurant,,,,yes,,yes,https://ufleku.cz/,+420 224 934 019,ufleku@ufleku.cz,,https://www.instagram.com/pivovar_u_fleku,,Mo-Su 10:00-23:00,,,,,2
Prague,node/331960291,POINT (14.417227 50.07851),U Karla,Křemencova,186/7,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/331960299,POINT (14.417835 50.07765),Milá tchýně,Na Zbořenci,9,12000,Praha,pub,,,,,,,https://milatchyne.cz/,+420 602 955 486,,,,,Mo-Fr 15:00-03:00; Sa-Su 17:00-03:00,,,,,0
Prague,node/331960300,POINT (14.417149 50.077244),U Žaludů,Na zbořenci,261/5,12000,Praha,pub,,,,,,,http://www.morlor.com/uzaludu/,+420 603 782 970,,,,,"Mo-Fr 10:30-23:00; Sa,Su 11:00-23:00",,,,,0
Prague,node/331960684,POINT (14.404571 50.084233),Pivnice pod Petřínem,,,,,pub,,,,,,,http://www.pivnicepodpetrinem.cz/,+420 257 224 408,info@pivnicepodpetrinem.cz,,,3rd party app Qerko required for bitcoin payment,,no,,yes,,1
Prague,node/331960888,POINT (14.384742 50.100672),Oáza,Mydlářka,2,16000,Praha,pub,,,,,,,,,,,,,,,,,,0
Prague,node/332224305,POINT (14.395206 50.109126),Šakalí šenk,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/332450286,POINT (14.376031 50.086847),"Hostinec ""u Anduly""",,,,,pub,,,,staropramen,,,,,,,,,,,,,,0
Prague,node/339049781,POINT (14.441602 50.086256),District 3 Bar,,,,,bar,,,,Vinohadský_pivovar,,,https://facebook.com/zizkov3,+420777632094,radek.bartos@district3.cz,,,,Mo-Fr 16:00-22:00,limited,,,,0
Prague,node/340024367,POINT (14.420971 50.080583),The Dutch Pub,Vladislavova,1390/17,11000,Praha,pub,,,,,,,https://www.dutchpub.cz/,+420 727 969 818,,,,,"Mo-Th 11:00-24:00, Fr 11:00-01:00, Sa 12:00-01:00, Su 12:00-23:00",,,,,0
Prague,node/343683687,POINT (14.422047 50.08167),Jelínkova plzeňská pivnice,Charvátova,33/1,,,pub,,,,,,,,+420 224 948 486,,,,,Mo-Fr 10:00-22:00; Sa 10:00-18:00,,,,,0
Prague,node/343804474,POINT (14.473291 50.090089),Vinařství Pfeffer,Biskupcova,1719/42,,,bar,,,,,,,,,,,,,"Mo,We,Fr 16:00-22:00",limited,,,,0
Prague,node/344797516,POINT (14.487931 50.099935),Club Montana,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/346198673,POINT (14.323975 50.092448),Libocký pivovar - Hostinec nad Šárkou,Evropská,209,16100,Praha,restaurant,,,,,,yes,https://nadsarkou.cz/,+420 733 502 600,,,,,Mo-Sa 11:00-23:00; Su 11:00-22:00,,,outside,,0
Prague,node/346909390,POINT (14.356808 49.986811),U Kestřánků,,,,,pub,,,,,,,,,,,,,Mo-Su,,,,,0
Prague,node/350569091,POINT (14.470333 50.127036),Pivovar Cobolis,,,,,restaurant,,,,,,,https://www.cobolis.cz/,,,,,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-23:30; Su 11:00-22:00",yes,yes,,,2
Prague,node/352803371,POINT (14.558128 50.045367),Klec,,,,,bar,,,,,,,,,,,,,,,,,,0
Prague,node/355008175,POINT (14.416396 50.075879),Krčma U Parašutistů,Resslova,1939/7,12000,Praha,pub,,,,,,,https://www.uparasutistu.cz/,+420 737 670 278,,,,,Mo-Fr 11:00-22:00; Sa 12:00-23:00; Su 12:00-22:00,limited,,,,0
Prague,node/355008183,POINT (14.416599 50.077285),Muzeum medoviny,Na Zderaze,260/14,12000,Praha,,,,,,,,https://www.muzeummedoviny.cz/,+420 775 633 077,,https://www.facebook.com/muzeummedoviny/,,,Tu-Fr 13:00-19:00,,,,,0
Prague,node/355008194,POINT (14.418938 50.07809),Vínko Charlie,Myslíkova,30,12000,Praha,pub,,,,,,,,,vinko.charlie@gmail.com,,,,,,,,,2
Prague,node/355278872,POINT (14.384495 50.08984),Burger Pub Na Hubálce,Za Hládkovem,975/2,16900,Praha,pub,,,,yes,,,,+420 604 562 941,burgerpub@nahubalce.cz,,,,Mo-Su 12:00-22:30,,,no,,0
Prague,node/358488347,POINT (14.41532 50.079693),Propaganda,Pštrossova,29,11000,Praha,pub,,,,,,,,,,,,,,,,,,0
Prague,node/360039727,POINT (14.406491 50.098294),Krkonošská hospůdka,,,,,pub,,,,,,,https://www.krkonosskahospudka.cz/,,davidhousa@gmail.com,krkohospudka,,,Mo-Su 15:00-22:00,no,,,,0
Prague,node/360183674,POINT (14.404458 50.101169),Pivovar Bubeneč,Bubenečská,321/33,160 00,,pub,,,,,,,https://pivovarbubenec.cz,+420 222 933 511,,,,,"Mo-Fr 15:00-23:00; Sa,Su 11:00-23:00",,,,,2
Prague,node/360551865,POINT (14.497471 50.019725),Blanice,,,148 00,,pub,,,,,,,https://klubblanice.cz/,+420 737 243 547,,,,,Mo-Su 15:00-02:30,,,,,0
Prague,node/360656908,POINT (14.369094 50.083854),Pivnice a bar u koně,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/361405420,POINT (14.448246 50.107577),Café Bar Zastávka,,,,,bar,,,,Stella Artois,,,,,,,,,,yes,,,,0
Prague,node/366113036,POINT (14.56189 50.106481),Na Rajské,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/369379798,POINT (14.461296 50.070588),Aprés,,,,,bar,,,,,,,,,,,,,Mo-Fr 17:00-24:00,,,,,3
Prague,node/370365654,POINT (14.40343 50.086954),Pivovar Mikulas,Karmelitská,373/25,,,pub,,,,,,yes,,,,,,,,,,outside,,3
Prague,node/370945606,POINT (14.399602 50.098682),Bacchus,,,,,,,,,,,,,,,,,,Mo-Sa 12:00-24:00,,,,,0
Prague,node/377126315,POINT (14.566522 50.10752),Hospoda na Chlumecké,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/379800530,POINT (14.410548 50.029702),Pivovar Braník,,,,,,,,,,,,,,,,,Výroba piva ukončena,,,,,,0
Prague,node/384058618,POINT (14.487619 50.095916),Sportbar Tenis,,,,,bar,,,,,,,,,,,,,,,,,,0
Prague,node/389121387,POINT (14.322838 50.075309),Pivnice Darda,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/390543030,POINT (14.421342 50.067182),Billiard bar Albertov,Na Slupi,3,12800,Praha,bar,,,,,,,,,,,,,,,,,,0
Prague,way/392930763,POINT (14.506594 50.10845),U Vysočanského pivovaru,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/392930764,POINT (14.50884 50.108373),U Vysočanského pivovaru,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/394820071,POINT (14.320694 50.099698),Dívčí skok,,,,,pub,,,,,,,https://www.divciskok.cz/,+420 606 760 647,divciskok@gmail.com,,,Otvírací doba se mění podle ročního období a počasí,"Mo-Fr 14:00-20:00; Sa,Su 10:00-20:00",,,outside,,0
Prague,way/401345793,POINT (14.503095 50.107892),Hotel Pivovar,Freyova,1/12,19000,,,,,,,,,www.hotel-pivovar.cz,+420 283 892 150,contact@hotel-pivovar.cz,,,,,limited,,,,0
Prague,node/411091229,POINT (14.600429 50.030242),Lidový dům,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/411613740,POINT (14.605618 50.030141),U Rosů,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/422694321,POINT (14.42025 50.06807),Bar Hidden,,,12800,Praha,bar,,,,,,,http://www.hidden.cz/,+420 777 207 584,,,,,Mo-Fr 15:00-23:00,,,,,0
Prague,node/426162004,POINT (14.457825 50.088266),Bar Club K35A,Hartigova,35,,,bar,,,,,,,http://www.k35a.cz,,,,,,,,,,,0
Prague,node/428930149,POINT (14.415761 50.070581),U plavců,,,,,pub,,,,,,,,,,,,,"Su-Th 17:00-23:00, Fr,Sa 17:00-24:00",,,,,0
Prague,node/428930150,POINT (14.415904 50.070588),p. m.,,,,,bar,,,,,,,https://www.pmclub.net/,,,,,,,,,,,0
Prague,node/429412703,POINT (14.400052 50.097231),Dejvická nádražka,Václavkova,169/1,16000,Praha,pub,,,,,,,http://nadrazka.cz/,+420 774 341 215,,,,Every year there's a big celebration on 25 January at 8:50 and again at 20:50.,Mo-Su 12:00-24:00,,,outside,,0
Prague,node/429453909,POINT (14.416463 50.070837),U suchý dásně,Trojická,1912/11,12800,Praha,pub,,,,,,,https://www.suchadasen.cz/,+420 224 919 710,,,,,"Mo-Th 14:00-02:00, Fr 15:00-03:00, Sa 16:00-03:00, Su 16:00-01:00",,,,,0
Prague,node/431093188,POINT (14.515167 50.024504),Snack bar Blesk,,,,,pub,,,,,,,,,,,,,Su-Fr 14:00-23:00; Sa 16:00-23:00,,,,,0
Prague,node/431093189,POINT (14.51542 50.022462),Crash Cafe,,,,,bar,,,,,,,,,,,,,,,,,,0
Prague,node/434518184,POINT (14.417346 50.078332),Absinthe Time,Křemencova,5,,,bar,,,,,,,http://www.absinthe-time.cz/,,,,,,Mo-Su 17:00-00:00,,,,,0
Prague,node/435137714,POINT (14.415567 50.084074),Pivovar Staré Město,U Dobřenských,3,11000,Praha,restaurant,,,,,,yes,https://www.pivovarstaremesto.cz/,+420 777 090 146,info@pivovarstaremesto.cz,,,,"Mo-Fr 16:30-22:30; Fr, Sa 16:30-23:00; Su 16:30-22:00",no,,,,0
Prague,node/437250437,POINT (14.418968 50.07132),Vinárna Na Hrádku,,,,,bar,,,,,,,,,,,,,Mo-Fr 16:30-22:00,,,,,0
Prague,node/445843603,POINT (14.468078 50.061326),Na Rychte,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/449703355,POINT (14.504148 50.101721),Na Poděbradské,U Harfy,229/14,19000,,pub,,,,,,,,,,,,,Mo-Fr 11:00-23:00,,,,,2
Prague,node/450566320,POINT (14.455247 50.08608),Fatal Music Club,,,,,pub,,,,,,,https://fatalclub.cz/,,,,,,,limited,,outside,,0
Prague,node/450566322,POINT (14.45783 50.078644),Černá/Black Swine,,,,,pub,,,,,,,,,,,,,"Mo-Th 16:00-24:00, Fr,Sa 16:00-01:00, Su 16:00-23:00",,,,,0
Prague,node/457720011,POINT (14.476378 50.077936),Na Želvě,,,,,bar,,industrial,,Molson Cors,,,,,,,,,,,,,,0
Prague,node/467846283,POINT (14.465808 50.089316),Bar 109,,,,,bar,,,,,,,,,,,,,,limited,,,,0
Prague,node/473226958,POINT (14.420434 50.083564),U Dvou koček,,,,,restaurant,,,,,,yes,https://udvoukocek.cz/,+420 224 229 982,,,,,Mo-Su 11:00-23:00,no,,,,0
Prague,node/474956727,POINT (14.492432 50.02527),Slunečnice,,,,,pub,,,,yes,,,,,,,,,,,,,,0
Prague,node/475420172,POINT (14.324008 50.092341),Hostinec nad sarkou,Libocká,134/77,16100,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/483876254,POINT (14.550073 50.046201),Zahrada Pivovaru Hostivar,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/485606705,POINT (14.41401 50.03575),Hostinec U kohouta,Branická,65/147,14700,Praha 4,pub,,,,,,,,,,,,,Mo-Su 10:00-23:00,,,,,0
Prague,way/485980904,POINT (14.426575 50.093492),Loď Pivovar,,,,,restaurant,,,,,,yes,,,,,,,"Fr,Sa 11:30-22:00,11:30-23:00",,,,,0
Prague,way/491981367,POINT (14.485541 50.014094),,,,,,biergarten,,,,,,,,,,,,,,no,,,,0
Prague,way/491983024,POINT (14.466303 50.024127),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/491983030,POINT (14.465758 50.024114),,,,,,biergarten,,,,,,,,,,,,,,,,,,0
Prague,way/504462468,POINT (14.603676 50.026856),Za Pivovarem,,,,,,,,,,,,,,,,,,,,,,,0
Prague,way/504462470,POINT (14.605486 50.026868),Za Pivovarem,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/536286751,POINT (14.485009 50.104194),Pohádka,,,,,pub,,,,,,,,,,,,,Mo-Su 10:00-22:00,,,,,0
Prague,way/545030229,POINT (14.475183 50.108158),U Libeňského pivovaru,,,,,,,,,,,,,,,,,,,,,,,0
Prague,node/552405058,POINT (14.414503 50.082561),Hostinec u Rotundy,Karoliny Světlé,1035/17,11000,Praha,pub,,,,,,,http://www.pivniceurotundy.cz/,+420 224 227 227,,https://www.facebook.com/HostinecURotundy/,,,Mo-Su 11:00-22:30,,,,,0
Prague,node/566395679,POINT (14.488309 50.078923),U Kmotra,,,,,pub,,,,,,,,,,,,,,,,,,0
Prague,node/585175528,POINT (14.471003 50.107249),U Žabáka,,,,,pub,,,,,,,,,,,,,,,,,,0
